k,PSD
0.000000000000000000e+00,1.218752542932547688e-34
4.908738521234051744e-02,2.228612441353528852e-03
9.817477042468103487e-02,1.301319309493547023e-02
1.472621556370215523e-01,6.962297565826650395e-03
1.963495408493620697e-01,9.000091919072482349e-02
2.454369260617025872e-01,2.398677796979331242e-02
2.945243112740431046e-01,1.376714545982105770e-02
3.436116964863836221e-01,9.234769539828137364e-03
3.926990816987241395e-01,3.109307554011746591e-03
4.417864669110646569e-01,3.463758545505056866e-03
4.908738521234051744e-01,2.318218255388220916e-03
5.399612373357456363e-01,1.080954402789747809e-03
5.890486225480862092e-01,1.956896251544775964e-03
6.381360077604267822e-01,6.385047869724451344e-04
6.872233929727672441e-01,1.742170270263422235e-03
7.363107781851077061e-01,8.605634569398323873e-04
7.853981633974482790e-01,6.228683111203969693e-04
8.344855486097888519e-01,1.326309578532613000e-03
8.835729338221293139e-01,3.534093219810560248e-04
9.326603190344697758e-01,2.831505417670373442e-04
9.817477042468103487e-01,9.932143556247567152e-04
1.030835089459150922e+00,1.117617252957657428e-03
1.079922474671491273e+00,4.401147692345295571e-04
1.129009859883831846e+00,7.238705649554577344e-05
1.178097245096172418e+00,7.949745109147329878e-05
1.227184630308512991e+00,2.275409052033368275e-04
1.276272015520853564e+00,4.081871395403339998e-04
1.325359400733193915e+00,2.695674347678768813e-04
1.374446785945534488e+00,4.450036014364111667e-04
1.423534171157875061e+00,7.648491789131670049e-05
1.472621556370215412e+00,2.494698309319419525e-04
1.521708941582555985e+00,1.260590719791306708e-04
1.570796326794896558e+00,2.177409199027281575e-07
1.619883712007237131e+00,6.394689268473244043e-36
1.668971097219577704e+00,6.018531076210112041e-36
1.718058482431918055e+00,2.557875707389297617e-35
1.767145867644258628e+00,8.666684749742561339e-34
1.816233252856599201e+00,3.445609041130288716e-34
1.865320638068939552e+00,7.824090399073146722e-35
1.914408023281280125e+00,8.726870060504663528e-35
1.963495408493620697e+00,4.250587572573392163e-35
2.012582793705961048e+00,2.745954803520863084e-35
2.061670178918301843e+00,3.009265538105056555e-35
2.110757564130642194e+00,1.956022599768286681e-35
2.159844949342982545e+00,6.078716386972213161e-34
2.208932334555323340e+00,1.880790961315660227e-34
2.258019719767663691e+00,1.880790961315660227e-34
2.307107104980004486e+00,1.956022599768286681e-35
2.356194490192344837e+00,8.463559325920470057e-35
2.405281875404685188e+00,3.761581922631320025e-35
2.454369260617025983e+00,3.761581922631320025e-35
2.503456645829366334e+00,5.416677968589100837e-35
2.552544031041707129e+00,6.958926556867943116e-35
2.601631416254047480e+00,7.974553675978399523e-35
2.650718801466387831e+00,7.342607912976337545e-34
2.699806186678728626e+00,1.218752542932547688e-34
2.748893571891068976e+00,3.863379733412530124e-34
2.797980957103409327e+00,1.203706215242022622e-34
2.847068342315750122e+00,1.925929944387236281e-34
2.896155727528090473e+00,4.092601131822876188e-34
2.945243112740430824e+00,1.637040452729150475e-33
2.994330497952771619e+00,8.185202263645750665e-34
3.043417883165111970e+00,2.407412430484045244e-34
3.092505268377452765e+00,7.824090399073146722e-35
