k,PSD
0.000000000000000000e+00,1.357931074069906529e-34
4.908738521234051744e-02,4.543799210632779723e-02
9.817477042468103487e-02,1.901314931449658505e-02
1.472621556370215523e-01,2.012492220594595121e-02
1.963495408493620697e-01,1.414824734875843974e-02
2.454369260617025872e-01,2.072658627379344014e-03
2.945243112740431046e-01,2.274536161626290742e-02
3.436116964863836221e-01,1.364982664518818868e-04
3.926990816987241395e-01,8.602528752347980701e-03
4.417864669110646569e-01,1.040860076213833617e-04
4.908738521234051744e-01,1.334335111415298550e-02
5.399612373357456363e-01,6.386925214185028114e-03
5.890486225480862092e-01,3.123059211702451437e-04
6.381360077604267822e-01,9.853359857066794174e-04
6.872233929727672441e-01,6.448864135657759230e-04
7.363107781851077061e-01,1.384842609701949362e-03
7.853981633974482790e-01,1.576538745475341771e-03
8.344855486097888519e-01,9.079838803496027974e-04
8.835729338221293139e-01,1.570211057812457485e-05
9.326603190344697758e-01,6.050671176051364980e-04
9.817477042468103487e-01,7.453811330795443845e-04
1.030835089459150922e+00,2.371780614279933596e-04
1.079922474671491273e+00,1.172942017454628569e-04
1.129009859883831846e+00,3.065119729822797946e-04
1.178097245096172418e+00,2.194780596771949636e-04
1.227184630308512991e+00,4.301713077858954152e-05
1.276272015520853564e+00,7.945426946568244909e-05
1.325359400733193915e+00,2.405882205679436511e-04
1.374446785945534488e+00,1.758605112729480372e-04
1.423534171157875061e+00,3.810045195040129415e-04
1.472621556370215412e+00,1.017583949092613763e-04
1.521708941582555985e+00,2.779829985683188694e-05
1.570796326794896558e+00,2.177409199027355161e-07
1.619883712007237131e+00,4.814824860968090488e-34
1.668971097219577704e+00,2.226856498197740600e-34
1.718058482431918055e+00,1.203706215242022675e-35
1.767145867644258628e+00,1.956022599768286413e-34
1.816233252856599201e+00,1.880790961315660347e-36
1.865320638068939552e+00,4.092601131822876188e-34
1.914408023281280125e+00,4.078495199613008738e-34
1.963495408493620697e+00,1.956022599768286681e-35
2.012582793705961048e+00,3.761581922631320025e-35
2.061670178918301843e+00,2.407412430484045244e-34
2.110757564130642194e+00,7.824090399073146722e-35
2.159844949342982545e+00,5.115751414778596945e-34
2.208932334555323340e+00,5.115751414778594166e-35
2.258019719767663691e+00,3.664721188123563962e-34
2.307107104980004486e+00,4.092601131822876188e-34
2.356194490192344837e+00,5.416677968589100837e-35
2.405281875404685188e+00,2.995159605895188143e-34
2.454369260617025983e+00,3.722382859451243057e-34
2.503456645829366334e+00,2.407412430484045244e-34
2.552544031041707129e+00,3.404231639981343768e-34
2.601631416254047480e+00,3.851859888774471706e-34
2.650718801466387831e+00,3.851859888774471706e-34
2.699806186678728626e+00,3.673419846319649318e-34
2.748893571891068976e+00,7.509825657800655118e-34
2.797980957103409327e+00,2.471359323168776401e-34
2.847068342315750122e+00,9.629649721936179265e-35
2.896155727528090473e+00,9.968192094972998068e-35
2.945243112740430824e+00,9.629649721936179265e-35
2.994330497952771619e+00,3.851859888774471706e-34
3.043417883165111970e+00,1.925929944387236281e-34
3.092505268377452765e+00,3.851859888774471706e-34
