k,PSD
0.000000000000000000e+00,1.218752542932547688e-34
4.908738521234051744e-02,3.160594770927387803e-02
9.817477042468103487e-02,3.964745385689906476e-02
1.472621556370215523e-01,9.336616507967201994e-03
1.963495408493620697e-01,3.263892374250135925e-02
2.454369260617025872e-01,1.074209103979197576e-02
2.945243112740431046e-01,3.700009982852674878e-02
3.436116964863836221e-01,5.470397967330328792e-03
3.926990816987241395e-01,1.446532027199288507e-02
4.417864669110646569e-01,3.027182383053916934e-03
4.908738521234051744e-01,1.795861028947593830e-03
5.399612373357456363e-01,1.433108499338616023e-03
5.890486225480862092e-01,1.488523139274124845e-03
6.381360077604267822e-01,5.991759786369332862e-04
6.872233929727672441e-01,2.979483976109205618e-04
7.363107781851077061e-01,8.346114391507777766e-04
7.853981633974482790e-01,1.645105873242429597e-04
8.344855486097888519e-01,2.055123943041570677e-04
8.835729338221293139e-01,5.789637504977538339e-04
9.326603190344697758e-01,2.346154138653568642e-04
9.817477042468103487e-01,3.975769384066570847e-04
1.030835089459150922e+00,7.558976757565818256e-04
1.079922474671491273e+00,5.701412019872792534e-04
1.129009859883831846e+00,1.018902669797423170e-03
1.178097245096172418e+00,3.381873075454549702e-04
1.227184630308512991e+00,9.400430878345413964e-04
1.276272015520853564e+00,4.735492866841475200e-05
1.325359400733193915e+00,4.289212756437820460e-05
1.374446785945534488e+00,1.367199049822836543e-04
1.423534171157875061e+00,2.614840517787181732e-04
1.472621556370215412e+00,6.871361231831857135e-05
1.521708941582555985e+00,1.070750275721367537e-04
1.570796326794896558e+00,2.177409199027352249e-07
1.619883712007237131e+00,3.129636159629258689e-34
1.668971097219577704e+00,2.407412430484045244e-34
1.718058482431918055e+00,4.348388702561805949e-34
1.767145867644258628e+00,1.203706215242022675e-35
1.816233252856599201e+00,4.701977403289150566e-35
1.865320638068939552e+00,9.629649721936179265e-35
1.914408023281280125e+00,6.018531076210113110e-35
1.963495408493620697e+00,1.956022599768286413e-34
2.012582793705961048e+00,1.203706215242022622e-34
2.061670178918301843e+00,1.459493785980951956e-34
2.110757564130642194e+00,1.640049718267255745e-34
2.159844949342982545e+00,2.918987571961904340e-34
2.208932334555323340e+00,2.918987571961904340e-34
2.258019719767663691e+00,1.956022599768286413e-34
2.307107104980004486e+00,8.313096049015216187e-35
2.356194490192344837e+00,1.011865537187825301e-34
2.405281875404685188e+00,4.363435030252330695e-35
2.454369260617025983e+00,5.010427120944916563e-34
2.503456645829366334e+00,2.166671187435640335e-34
2.552544031041707129e+00,1.899598870928816399e-34
2.601631416254047480e+00,3.648734464952379890e-35
2.650718801466387831e+00,1.445387853771084720e-34
2.699806186678728626e+00,1.354169492147275209e-35
2.748893571891068976e+00,1.925929944387236281e-34
2.797980957103409327e+00,2.745954803520863084e-35
2.847068342315750122e+00,9.629649721936179265e-35
2.896155727528090473e+00,1.698589336938205449e-36
2.945243112740430824e+00,1.925929944387236281e-34
2.994330497952771619e+00,1.203706215242022622e-34
3.043417883165111970e+00,2.166671187435640335e-34
3.092505268377452765e+00,7.703719777548945123e-34
