k,PSD
0.000000000000000000e+00,2.350988701644575016e-34
4.908738521234051744e-02,1.604672574172374966e-02
9.817477042468103487e-02,4.144000027225942101e-02
1.472621556370215523e-01,2.219024584318455770e-02
1.963495408493620697e-01,3.331731799623228324e-02
2.454369260617025872e-01,1.016034423724642560e-02
2.945243112740431046e-01,1.820230145958916940e-02
3.436116964863836221e-01,7.318782621084264986e-03
3.926990816987241395e-01,6.431661234766184983e-04
4.417864669110646569e-01,3.085888102481543389e-03
4.908738521234051744e-01,4.740836419285965331e-03
5.399612373357456363e-01,3.874368249311731303e-04
5.890486225480862092e-01,2.248620754642316304e-03
6.381360077604267822e-01,3.300298222151856601e-04
6.872233929727672441e-01,1.167082732434566540e-05
7.363107781851077061e-01,6.380267664389548165e-04
7.853981633974482790e-01,7.817935397631245236e-04
8.344855486097888519e-01,1.128980118774551957e-03
8.835729338221293139e-01,1.666450696195891611e-03
9.326603190344697758e-01,4.925971021852824797e-04
9.817477042468103487e-01,9.227826524256032637e-04
1.030835089459150922e+00,4.355923555126912797e-04
1.079922474671491273e+00,7.379958779044443152e-04
1.129009859883831846e+00,4.498009492892617641e-04
1.178097245096172418e+00,1.308887563092435424e-03
1.227184630308512991e+00,1.440887775898543402e-03
1.276272015520853564e+00,4.180151291855651739e-04
1.325359400733193915e+00,1.972958669436440172e-04
1.374446785945534488e+00,8.345473968790258093e-05
1.423534171157875061e+00,2.233965806229744507e-04
1.472621556370215412e+00,5.486007434750674120e-05
1.521708941582555985e+00,5.746149799762666097e-05
1.570796326794896558e+00,2.177409199027352249e-07
1.619883712007237131e+00,8.726870060504663528e-35
1.668971097219577704e+00,5.356492657826998861e-34
1.718058482431918055e+00,4.213912148827736259e-34
1.767145867644258628e+00,4.280680227954443044e-34
1.816233252856599201e+00,3.325238419606087330e-34
1.865320638068939552e+00,1.504632769052528277e-35
1.914408023281280125e+00,1.745374012100932278e-34
1.963495408493620697e+00,1.640049718267255745e-34
2.012582793705961048e+00,5.567141245494351500e-35
2.061670178918301843e+00,5.567141245494351500e-35
2.110757564130642194e+00,1.203706215242022675e-35
2.159844949342982545e+00,4.589129945610209576e-34
2.208932334555323340e+00,8.726870060504663528e-35
2.258019719767663691e+00,3.490748024201865411e-34
2.307107104980004486e+00,1.339123164456749715e-34
2.356194490192344837e+00,4.551514126383897231e-35
2.405281875404685188e+00,9.084808090330046867e-35
2.454369260617025983e+00,1.739731639216985726e-34
2.503456645829366334e+00,2.708338984294550846e-34
2.552544031041707129e+00,1.504632769052528010e-34
2.601631416254047480e+00,5.625915963035469082e-35
2.650718801466387831e+00,3.009265538105056555e-35
2.699806186678728626e+00,6.018531076210113110e-35
2.748893571891068976e+00,1.380985457025408643e-34
2.797980957103409327e+00,1.504632769052528010e-34
2.847068342315750122e+00,3.851859888774471706e-34
2.896155727528090473e+00,1.504632769052528010e-34
2.945243112740430824e+00,9.403954806578300064e-36
2.994330497952771619e+00,1.504632769052528010e-34
3.043417883165111970e+00,2.166671187435640335e-34
3.092505268377452765e+00,9.629649721936179265e-35
