k,PSD
0.000000000000000000e+00,9.031558196237799381e-34
4.908738521234051744e-02,4.687189775165592764e-03
9.817477042468103487e-02,1.871202690353170398e-02
1.472621556370215523e-01,2.815580921093304226e-02
1.963495408493620697e-01,1.770506729829409570e-02
2.454369260617025872e-01,1.900393976073652333e-02
2.945243112740431046e-01,8.841211323493358698e-03
3.436116964863836221e-01,3.054540761379644781e-03
3.926990816987241395e-01,1.877767374960426444e-03
4.417864669110646569e-01,8.461149833165065859e-03
4.908738521234051744e-01,2.305902978235398800e-03
5.399612373357456363e-01,5.461115903748929752e-03
5.890486225480862092e-01,6.637718035767884014e-04
6.381360077604267822e-01,1.422873570783330602e-03
6.872233929727672441e-01,1.218981845157727281e-03
7.363107781851077061e-01,1.369161614542543839e-03
7.853981633974482790e-01,8.031870487657828813e-04
8.344855486097888519e-01,8.399262216911275404e-04
8.835729338221293139e-01,1.416474890350105089e-03
9.326603190344697758e-01,3.114317554620847287e-05
9.817477042468103487e-01,6.009010383340819333e-04
1.030835089459150922e+00,6.412728617143932230e-04
1.079922474671491273e+00,3.286753631552582046e-04
1.129009859883831846e+00,1.498074390866639845e-04
1.178097245096172418e+00,2.815769929600696526e-04
1.227184630308512991e+00,1.021668280852771477e-03
1.276272015520853564e+00,2.181363528104187245e-04
1.325359400733193915e+00,3.061630503762499136e-04
1.374446785945534488e+00,2.114703856205764386e-04
1.423534171157875061e+00,2.542621041874862202e-04
1.472621556370215412e+00,1.127146727058592164e-04
1.521708941582555985e+00,1.133739531688050475e-04
1.570796326794896558e+00,2.177409199027335308e-07
1.619883712007237131e+00,2.125293786286695387e-34
1.668971097219577704e+00,2.467597741246145937e-34
1.718058482431918055e+00,3.009265538105056555e-35
1.767145867644258628e+00,3.569741244577123559e-34
1.816233252856599201e+00,6.379642940782719619e-34
1.865320638068939552e+00,4.408574013323907070e-34
1.914408023281280125e+00,1.203706215242022622e-34
1.963495408493620697e+00,2.678246328913499858e-34
2.012582793705961048e+00,5.426081923395679137e-35
2.061670178918301843e+00,1.278937853694649236e-34
2.110757564130642194e+00,3.009265538105056555e-35
2.159844949342982545e+00,7.523163845262641387e-36
2.208932334555323340e+00,5.115751414778594166e-35
2.258019719767663691e+00,4.092601131822876188e-34
2.307107104980004486e+00,9.780112998841429928e-35
2.356194490192344837e+00,1.023150282955719047e-34
2.405281875404685188e+00,2.092379944463671337e-34
2.454369260617025983e+00,1.598672317118311225e-34
2.503456645829366334e+00,5.837975143923807824e-34
2.552544031041707129e+00,6.018531076210112041e-34
2.601631416254047480e+00,1.023150282955719047e-34
2.650718801466387831e+00,2.145042091380509817e-34
2.699806186678728626e+00,4.228018081037604564e-34
2.748893571891068976e+00,2.013034075783167625e-35
2.797980957103409327e+00,1.098381921408345234e-34
2.847068342315750122e+00,3.505794351892390691e-34
2.896155727528090473e+00,3.129636159629258689e-34
2.945243112740430824e+00,1.925929944387236281e-34
2.994330497952771619e+00,8.726870060504662459e-34
3.043417883165111970e+00,7.703719777548945123e-34
3.092505268377452765e+00,3.129636159629258689e-34
