k,PSD
0.000000000000000000e+00,6.754296500276798238e-33
4.908738521234051744e-02,1.490855710772194705e-02
9.817477042468103487e-02,2.523555839812011495e-02
1.472621556370215523e-01,3.442384484997386418e-02
1.963495408493620697e-01,1.385144188752492414e-02
2.454369260617025872e-01,2.360006010436616758e-02
2.945243112740431046e-01,7.746120878900762501e-03
3.436116964863836221e-01,2.655059241534063995e-03
3.926990816987241395e-01,3.383514380113854247e-03
4.417864669110646569e-01,1.078716392625608637e-02
4.908738521234051744e-01,6.390159036940670431e-03
5.399612373357456363e-01,8.200243037521303627e-04
5.890486225480862092e-01,9.390337225723057336e-04
6.381360077604267822e-01,1.020310377541391563e-03
6.872233929727672441e-01,3.237750140264781303e-03
7.363107781851077061e-01,4.471105553999023046e-04
7.853981633974482790e-01,1.249525120759040165e-03
8.344855486097888519e-01,9.793079459304615173e-05
8.835729338221293139e-01,3.589578336004928586e-04
9.326603190344697758e-01,4.215522648577192037e-04
9.817477042468103487e-01,3.865131004018566461e-04
1.030835089459150922e+00,2.445174533044992197e-04
1.079922474671491273e+00,4.021708452126065351e-04
1.129009859883831846e+00,2.867555479078840223e-04
1.178097245096172418e+00,3.461077348986525915e-05
1.227184630308512991e+00,7.259408216625293621e-04
1.276272015520853564e+00,3.705127917791159106e-05
1.325359400733193915e+00,3.564965082327836406e-05
1.374446785945534488e+00,2.226431611449348417e-04
1.423534171157875061e+00,2.654495118534009311e-04
1.472621556370215412e+00,1.701654647793662741e-05
1.521708941582555985e+00,5.157040819608067203e-05
1.570796326794896558e+00,2.177409199027061081e-07
1.619883712007237131e+00,1.147282486402552394e-34
1.668971097219577704e+00,6.018531076210112041e-36
1.718058482431918055e+00,1.784494464096298562e-33
1.767145867644258628e+00,1.504632769052528277e-35
1.816233252856599201e+00,2.226856498197740600e-34
1.865320638068939552e+00,5.837975143923807824e-34
1.914408023281280125e+00,6.770847460736377115e-35
1.963495408493620697e+00,1.151044068325183714e-34
2.012582793705961048e+00,1.504632769052528010e-34
2.061670178918301843e+00,4.122693787203926748e-34
2.110757564130642194e+00,1.880790961315660227e-34
2.159844949342982545e+00,1.640049718267255745e-34
2.208932334555323340e+00,4.890056499420716033e-34
2.258019719767663691e+00,1.098381921408345234e-34
2.307107104980004486e+00,3.479463278433970596e-34
2.356194490192344837e+00,1.460434181461610214e-34
2.405281875404685188e+00,4.710440962615070502e-34
2.454369260617025983e+00,2.557875707389297617e-35
2.503456645829366334e+00,3.898938437524904321e-34
2.552544031041707129e+00,6.230120059358123792e-34
2.601631416254047480e+00,4.453712996395482910e-34
2.650718801466387831e+00,1.203706215242022622e-34
2.699806186678728626e+00,3.129636159629258689e-34
2.748893571891068976e+00,1.339123164456749715e-34
2.797980957103409327e+00,7.824090399073146722e-35
2.847068342315750122e+00,2.407412430484045244e-34
2.896155727528090473e+00,1.203706215242022622e-34
2.945243112740430824e+00,1.203706215242022622e-34
2.994330497952771619e+00,0.000000000000000000e+00
3.043417883165111970e+00,6.018531076210112041e-34
3.092505268377452765e+00,1.357931074069906529e-34
