k,PSD
0.000000000000000000e+00,5.416677968589100837e-35
4.908738521234051744e-02,4.679785991384544097e-02
9.817477042468103487e-02,6.345139568126081930e-02
1.472621556370215523e-01,5.044726912189509936e-03
1.963495408493620697e-01,1.544874528539683933e-01
2.454369260617025872e-01,1.165652452940622689e-02
2.945243112740431046e-01,2.983379976074544693e-02
3.436116964863836221e-01,4.752951821613805687e-03
3.926990816987241395e-01,2.257095310962616962e-03
4.417864669110646569e-01,1.006434846558182990e-03
4.908738521234051744e-01,4.143688951591089319e-03
5.399612373357456363e-01,1.414501398580618637e-02
5.890486225480862092e-01,1.592874110558393803e-03
6.381360077604267822e-01,3.433880916991872458e-03
6.872233929727672441e-01,5.411181464703042744e-05
7.363107781851077061e-01,2.960071445332139429e-04
7.853981633974482790e-01,1.520020576928810896e-03
8.344855486097888519e-01,3.347202801293178479e-04
8.835729338221293139e-01,2.424314690554291380e-04
9.326603190344697758e-01,4.550089776100645338e-04
9.817477042468103487e-01,3.933115540290161617e-04
1.030835089459150922e+00,1.717147809717967566e-04
1.079922474671491273e+00,1.684672134481652282e-04
1.129009859883831846e+00,4.267666273211965892e-04
1.178097245096172418e+00,3.796495581818788749e-05
1.227184630308512991e+00,5.243610842214402903e-05
1.276272015520853564e+00,4.683720880376474380e-05
1.325359400733193915e+00,8.624494462702163332e-05
1.374446785945534488e+00,1.624253494290312872e-04
1.423534171157875061e+00,2.181033366670941955e-04
1.472621556370215412e+00,1.996506814789005468e-04
1.521708941582555985e+00,4.885601746378596591e-05
1.570796326794896558e+00,2.177409199027202959e-07
1.619883712007237131e+00,2.407412430484045244e-34
1.668971097219577704e+00,2.166671187435640335e-34
1.718058482431918055e+00,1.418116384832007650e-34
1.767145867644258628e+00,9.629649721936180976e-34
1.816233252856599201e+00,3.009265538105056448e-34
1.865320638068939552e+00,1.835651978244084386e-34
1.914408023281280125e+00,2.531544633930878805e-34
1.963495408493620697e+00,2.226856498197740600e-34
2.012582793705961048e+00,1.233798870623073182e-34
2.061670178918301843e+00,7.824090399073146722e-35
2.110757564130642194e+00,1.080702486371978072e-33
2.159844949342982545e+00,3.671303956488167917e-34
2.208932334555323340e+00,1.023150282955719047e-34
2.258019719767663691e+00,9.629649721936179265e-35
2.307107104980004486e+00,4.814824860968090702e-35
2.356194490192344837e+00,2.903941244271379487e-34
2.405281875404685188e+00,1.024090678436376877e-34
2.454369260617025983e+00,6.230120059358123792e-36
2.503456645829366334e+00,1.745374012100932278e-34
2.552544031041707129e+00,5.612280228565930333e-34
2.601631416254047480e+00,1.504632769052528010e-34
2.650718801466387831e+00,1.203706215242022579e-33
2.699806186678728626e+00,6.168994353115364842e-35
2.748893571891068976e+00,2.407412430484044816e-35
2.797980957103409327e+00,3.855621470697103026e-34
2.847068342315750122e+00,5.416677968589100837e-35
2.896155727528090473e+00,0.000000000000000000e+00
2.945243112740430824e+00,7.703719777548945123e-34
2.994330497952771619e+00,1.203706215242022622e-34
3.043417883165111970e+00,7.703719777548945123e-34
3.092505268377452765e+00,4.814824860968090488e-34
