k,PSD
0.000000000000000000e+00,4.551514126383897231e-35
4.908738521234051744e-02,1.688055733975939859e-02
9.817477042468103487e-02,1.490962298638141489e-02
1.472621556370215523e-01,4.367809613681666522e-03
1.963495408493620697e-01,1.292068687961905327e-01
2.454369260617025872e-01,5.885062445579797991e-02
2.945243112740431046e-01,2.663564149995447522e-02
3.436116964863836221e-01,2.141621807532111468e-02
3.926990816987241395e-01,6.789715898831898654e-03
4.417864669110646569e-01,4.182690167323345476e-03
4.908738521234051744e-01,4.418248498729900747e-03
5.399612373357456363e-01,7.891173305331910387e-03
5.890486225480862092e-01,7.577626691376937972e-03
6.381360077604267822e-01,3.073887742142961533e-04
6.872233929727672441e-01,4.616920937022866468e-03
7.363107781851077061e-01,3.189564851837657471e-03
7.853981633974482790e-01,1.920025448875196895e-04
8.344855486097888519e-01,1.292348425865826782e-03
8.835729338221293139e-01,3.286545790120097262e-04
9.326603190344697758e-01,8.475505477637967520e-04
9.817477042468103487e-01,5.641041185546774329e-05
1.030835089459150922e+00,5.871766137548573928e-04
1.079922474671491273e+00,1.933798277723352481e-04
1.129009859883831846e+00,2.570234632884369061e-04
1.178097245096172418e+00,6.347073099479545700e-05
1.227184630308512991e+00,4.260870394700219384e-05
1.276272015520853564e+00,4.697651128717690323e-04
1.325359400733193915e+00,1.997147949034642437e-03
1.374446785945534488e+00,6.679125102939726570e-05
1.423534171157875061e+00,7.313191833497977154e-05
1.472621556370215412e+00,2.914212054307006289e-05
1.521708941582555985e+00,2.986923437963701422e-05
1.570796326794896558e+00,2.177409199027060552e-07
1.619883712007237131e+00,1.925929944387236281e-34
1.668971097219577704e+00,9.780112998841429928e-35
1.718058482431918055e+00,3.855621470697103026e-34
1.767145867644258628e+00,8.907425992790962399e-34
1.816233252856599201e+00,2.181717515126165187e-34
1.865320638068939552e+00,1.745374012100932278e-34
1.914408023281280125e+00,3.009265538105056448e-34
1.963495408493620697e+00,7.824090399073146722e-35
2.012582793705961048e+00,2.557875707389298045e-34
2.061670178918301843e+00,4.363435030252330695e-35
2.110757564130642194e+00,1.504632769052528010e-34
2.159844949342982545e+00,3.009265538105056555e-35
2.208932334555323340e+00,1.203706215242022622e-34
2.258019719767663691e+00,1.388023729450957089e-34
2.307107104980004486e+00,1.278937853694649236e-34
2.356194490192344837e+00,6.022292658132744216e-34
2.405281875404685188e+00,5.454293787815414037e-35
2.454369260617025983e+00,2.302088136650367428e-34
2.503456645829366334e+00,3.363794634313057078e-34
2.552544031041707129e+00,3.912045199536571971e-34
2.601631416254047480e+00,6.168994353115364842e-35
2.650718801466387831e+00,1.925929944387236281e-34
2.699806186678728626e+00,2.542829379698772337e-34
2.748893571891068976e+00,9.629649721936179265e-35
2.797980957103409327e+00,2.166671187435640335e-34
2.847068342315750122e+00,7.703719777548945123e-34
2.896155727528090473e+00,1.540743955509788682e-33
2.945243112740430824e+00,9.629649721936179265e-35
2.994330497952771619e+00,5.114869794015478519e-36
3.043417883165111970e+00,8.666684749742561339e-34
3.092505268377452765e+00,6.018531076210112041e-34
