k,PSD
0.000000000000000000e+00,1.820605650553558892e-34
4.908738521234051744e-02,7.714315150428199819e-02
9.817477042468103487e-02,4.558931078257767895e-03
1.472621556370215523e-01,6.895505144038824828e-03
1.963495408493620697e-01,4.700680368974124307e-02
2.454369260617025872e-01,4.464964465612976385e-02
2.945243112740431046e-01,1.205416547179169115e-02
3.436116964863836221e-01,1.000230304185639914e-02
3.926990816987241395e-01,2.023031907115219880e-02
4.417864669110646569e-01,2.031772572276996890e-03
4.908738521234051744e-01,1.057507081294327671e-03
5.399612373357456363e-01,4.225647185471288628e-04
5.890486225480862092e-01,4.903696703278757202e-04
6.381360077604267822e-01,3.004446975379209284e-03
6.872233929727672441e-01,3.726743561870254342e-04
7.363107781851077061e-01,3.912852205628588459e-03
7.853981633974482790e-01,5.389379869130247504e-03
8.344855486097888519e-01,2.104667373566725900e-03
8.835729338221293139e-01,1.728388644638084802e-04
9.326603190344697758e-01,1.150730110905009334e-03
9.817477042468103487e-01,1.043544420499727251e-03
1.030835089459150922e+00,1.623883649936588500e-03
1.079922474671491273e+00,1.617763483984004927e-04
1.129009859883831846e+00,6.595816885700086412e-04
1.178097245096172418e+00,6.811329142837609877e-04
1.227184630308512991e+00,3.881370170280873692e-04
1.276272015520853564e+00,3.416077696756766787e-05
1.325359400733193915e+00,5.537135230644152291e-05
1.374446785945534488e+00,7.475220635365638984e-05
1.423534171157875061e+00,2.979345035213113739e-05
1.472621556370215412e+00,1.216092169529977565e-04
1.521708941582555985e+00,9.584937198925538461e-06
1.570796326794896558e+00,2.177409199027233664e-07
1.619883712007237131e+00,9.629649721936179265e-35
1.668971097219577704e+00,2.557875707389297617e-35
1.718058482431918055e+00,6.458636161157975628e-34
1.767145867644258628e+00,2.949080227342954900e-34
1.816233252856599201e+00,2.407412430484045244e-34
1.865320638068939552e+00,1.956022599768286413e-34
1.914408023281280125e+00,2.557875707389298045e-34
1.963495408493620697e+00,2.949080227342954900e-34
2.012582793705961048e+00,3.009265538105056689e-36
2.061670178918301843e+00,1.504632769052528277e-35
2.110757564130642194e+00,5.416677968589100837e-35
2.159844949342982545e+00,2.302088136650367428e-34
2.208932334555323340e+00,1.388023729450957089e-34
2.258019719767663691e+00,5.643313279427638724e-34
2.307107104980004486e+00,0.000000000000000000e+00
2.356194490192344837e+00,3.385423730368188023e-34
2.405281875404685188e+00,7.824090399073146722e-35
2.454369260617025983e+00,1.956022599768286413e-34
2.503456645829366334e+00,1.700235029029356865e-34
2.552544031041707129e+00,4.348388702561805949e-34
2.601631416254047480e+00,9.780112998841429928e-35
2.650718801466387831e+00,4.875010171730190753e-34
2.699806186678728626e+00,3.965647741934069137e-34
2.748893571891068976e+00,1.023150282955719047e-34
2.797980957103409327e+00,1.504632769052528010e-34
2.847068342315750122e+00,9.780112998841429928e-35
2.896155727528090473e+00,6.018531076210112041e-34
2.945243112740430824e+00,4.092601131822876188e-34
2.994330497952771619e+00,2.407412430484045244e-34
3.043417883165111970e+00,4.814824860968090702e-35
3.092505268377452765e+00,7.703719777548945123e-34
