k,PSD
0.000000000000000000e+00,1.218752542932547688e-34
4.908738521234051744e-02,3.474344805410692111e-04
9.817477042468103487e-02,6.751893306623027446e-03
1.472621556370215523e-01,7.121306478630845017e-03
1.963495408493620697e-01,7.389291745234791153e-02
2.454369260617025872e-01,6.860096424180665842e-03
2.945243112740431046e-01,2.896742450004670053e-02
3.436116964863836221e-01,3.227052699767085642e-02
3.926990816987241395e-01,6.860082550381705474e-03
4.417864669110646569e-01,6.334105374473724195e-03
4.908738521234051744e-01,1.381975014503165552e-02
5.399612373357456363e-01,3.978514106250595830e-03
5.890486225480862092e-01,1.760626168287496730e-03
6.381360077604267822e-01,1.516747544522384144e-03
6.872233929727672441e-01,5.538325808037598830e-03
7.363107781851077061e-01,2.441941711982364982e-03
7.853981633974482790e-01,2.935215143755688042e-03
8.344855486097888519e-01,1.647915925808794008e-04
8.835729338221293139e-01,2.067945330346028596e-03
9.326603190344697758e-01,1.192115721521291817e-03
9.817477042468103487e-01,5.410109339617244452e-04
1.030835089459150922e+00,2.817498176241756418e-04
1.079922474671491273e+00,1.332168319982654416e-04
1.129009859883831846e+00,2.590659478885938566e-05
1.178097245096172418e+00,1.052568531308950648e-03
1.227184630308512991e+00,1.160332086623595317e-04
1.276272015520853564e+00,2.158336479048697748e-04
1.325359400733193915e+00,3.332900920381270542e-05
1.374446785945534488e+00,4.406528532949539369e-04
1.423534171157875061e+00,3.677432674912727766e-05
1.472621556370215412e+00,3.102371748607836129e-04
1.521708941582555985e+00,2.339996572546178507e-05
1.570796326794896558e+00,2.177409199027274428e-07
1.619883712007237131e+00,1.391785311373588196e-34
1.668971097219577704e+00,3.505794351892390691e-34
1.718058482431918055e+00,2.407412430484045244e-34
1.767145867644258628e+00,4.814824860968090488e-34
1.816233252856599201e+00,7.824090399073146722e-35
1.865320638068939552e+00,7.824090399073146722e-35
1.914408023281280125e+00,8.736274015311241828e-35
1.963495408493620697e+00,1.278937853694649236e-34
2.012582793705961048e+00,2.723385311985076126e-34
2.061670178918301843e+00,1.203706215242022622e-34
2.110757564130642194e+00,9.178259891220419793e-35
2.159844949342982545e+00,7.523163845262640906e-34
2.208932334555323340e+00,2.407412430484045244e-34
2.258019719767663691e+00,9.178259891220419793e-35
2.307107104980004486e+00,7.824090399073146722e-35
2.356194490192344837e+00,7.824090399073146722e-35
2.405281875404685188e+00,3.009265538105056555e-35
2.454369260617025983e+00,1.098381921408345234e-34
2.503456645829366334e+00,1.023150282955719047e-34
2.552544031041707129e+00,5.416677968589100837e-35
2.601631416254047480e+00,4.814824860968090702e-35
2.650718801466387831e+00,6.981496048403729112e-34
2.699806186678728626e+00,5.416677968589100837e-35
2.748893571891068976e+00,7.617203393328423052e-36
2.797980957103409327e+00,2.949080227342954900e-34
2.847068342315750122e+00,9.629649721936179265e-35
2.896155727528090473e+00,1.203706215242022622e-34
2.945243112740430824e+00,6.018531076210112041e-34
2.994330497952771619e+00,3.912045199536571971e-34
3.043417883165111970e+00,9.629649721936179265e-35
3.092505268377452765e+00,1.252606780236229141e-34
