k,PSD
0.000000000000000000e+00,1.820605650553558892e-34
4.908738521234051744e-02,3.104775059561951794e-02
9.817477042468103487e-02,1.421846259619999331e-02
1.472621556370215523e-01,4.403383978084413064e-02
1.963495408493620697e-01,7.934861264989333252e-02
2.454369260617025872e-01,1.373496829147746907e-02
2.945243112740431046e-01,3.145757334849812181e-02
3.436116964863836221e-01,4.415797807839041966e-02
3.926990816987241395e-01,1.414799096329176671e-02
4.417864669110646569e-01,8.253032763410054345e-03
4.908738521234051744e-01,1.577001179876248087e-04
5.399612373357456363e-01,1.514076432101158290e-03
5.890486225480862092e-01,9.137414749718689427e-04
6.381360077604267822e-01,4.460196009117208546e-04
6.872233929727672441e-01,4.834017981124574728e-04
7.363107781851077061e-01,6.693724518684870733e-04
7.853981633974482790e-01,1.971747199277120019e-04
8.344855486097888519e-01,4.118424328845295915e-04
8.835729338221293139e-01,1.028817622941544281e-03
9.326603190344697758e-01,5.023872288454501577e-04
9.817477042468103487e-01,1.917095939763023863e-03
1.030835089459150922e+00,2.049426136834582753e-04
1.079922474671491273e+00,7.733435458597942265e-04
1.129009859883831846e+00,1.608001478694992298e-04
1.178097245096172418e+00,9.172031440402394326e-05
1.227184630308512991e+00,5.263924188804301090e-04
1.276272015520853564e+00,2.397175087525903441e-04
1.325359400733193915e+00,1.877739704958172472e-04
1.374446785945534488e+00,2.830093412908602041e-05
1.423534171157875061e+00,1.370700214015043350e-04
1.472621556370215412e+00,1.683292484398597497e-05
1.521708941582555985e+00,1.841060860503131369e-06
1.570796326794896558e+00,2.177409199027101845e-07
1.619883712007237131e+00,6.168994353115364842e-34
1.668971097219577704e+00,1.504632769052528010e-34
1.718058482431918055e+00,8.666684749742561339e-34
1.767145867644258628e+00,6.018531076210113110e-35
1.816233252856599201e+00,2.727146893907707018e-34
1.865320638068939552e+00,2.226856498197740600e-34
1.914408023281280125e+00,1.745374012100932278e-34
1.963495408493620697e+00,7.824090399073146722e-35
2.012582793705961048e+00,1.023150282955719047e-34
2.061670178918301843e+00,1.760420339791457986e-34
2.110757564130642194e+00,1.242262429948993225e-34
2.159844949342982545e+00,6.018531076210112041e-34
2.208932334555323340e+00,1.083335593717820338e-33
2.258019719767663691e+00,9.629649721936179265e-35
2.307107104980004486e+00,1.222514124855179008e-34
2.356194490192344837e+00,9.403954806578300064e-36
2.405281875404685188e+00,3.581966385825674067e-34
2.454369260617025983e+00,2.226856498197740600e-34
2.503456645829366334e+00,3.084497176557681566e-34
2.552544031041707129e+00,4.307011301412861429e-34
2.601631416254047480e+00,6.357073449246930843e-35
2.650718801466387831e+00,5.044281358248600154e-34
2.699806186678728626e+00,2.407412430484045244e-34
2.748893571891068976e+00,9.629649721936179265e-35
2.797980957103409327e+00,0.000000000000000000e+00
2.847068342315750122e+00,9.629649721936179265e-35
2.896155727528090473e+00,2.949080227342954900e-34
2.945243112740430824e+00,6.018531076210112041e-34
2.994330497952771619e+00,1.925929944387236281e-34
3.043417883165111970e+00,1.203706215242022622e-34
3.092505268377452765e+00,1.554285650431261435e-33
