k,PSD
0.000000000000000000e+00,1.245986396052398445e-32
3.067961575771282340e-03,1.119717621248762091e-02
6.135923151542564680e-03,3.306649089900450672e-02
9.203884727313847020e-03,4.522033554867815885e-02
1.227184630308512936e-02,2.678687238311038832e-01
1.533980787885641170e-02,2.459220546138215016e-02
1.840776945462769404e-02,2.822239490912016591e-03
2.147573103039897638e-02,3.100614498069275554e-02
2.454369260617025872e-02,1.424235570525634285e-02
2.761165418194154106e-02,8.653629877793491895e-03
3.067961575771282340e-02,9.796365915302897298e-02
3.374757733348410227e-02,1.000083372338496888e-02
3.681553890925538808e-02,8.964338127955330873e-03
3.988350048502667389e-02,1.851360536237262391e-02
4.295146206079795276e-02,3.797664483216126735e-02
4.601942363656923163e-02,2.577319111744337532e-02
4.908738521234051744e-02,9.670912019615734642e-03
5.215534678811180325e-02,1.544863843880378389e-03
5.522330836388308212e-02,4.369906645585243388e-02
5.829126993965436099e-02,4.027253347078125351e-02
6.135923151542564680e-02,1.101450869210828104e-01
6.442719309119693261e-02,3.034477618388602832e-02
6.749515466696820454e-02,2.795251266623033012e-02
7.056311624273949035e-02,9.655585225953526585e-02
7.363107781851077616e-02,1.766509867160169500e-02
7.669903939428206197e-02,3.147741034834967283e-02
7.976700097005334777e-02,2.165190432802926307e-02
8.283496254582461971e-02,6.495514215506816361e-03
8.590292412159590552e-02,4.434664607884989361e-03
8.897088569736719132e-02,1.497658910161359450e-02
9.203884727313846326e-02,3.845421900249837432e-02
9.510680884890974907e-02,5.671688628028946633e-02
9.817477042468103487e-02,4.840716956881143535e-02
1.012427320004523207e-01,3.412797556066255594e-02
1.043106935762236065e-01,5.960615309500445769e-02
1.073786551519948784e-01,5.768780970488075061e-02
1.104466167277661642e-01,6.230382555155264401e-02
1.135145783035374500e-01,1.931826864207996167e-03
1.165825398793087220e-01,9.624318200458384376e-02
1.196505014550800078e-01,2.224027339642348569e-02
1.227184630308512936e-01,1.379249845556994487e-02
1.257864246066225655e-01,9.815150744523241932e-02
1.288543861823938652e-01,2.590209861274300144e-03
1.319223477581651371e-01,1.706758947511662766e-02
1.349903093339364091e-01,4.786168929119576088e-02
1.380582709097077088e-01,2.577588295829837464e-02
1.411262324854789807e-01,1.013479089898089852e-01
1.441941940612502804e-01,1.570141359877725434e-02
1.472621556370215523e-01,1.749566723438914168e-03
1.503301172127928242e-01,7.148527806798657836e-04
1.533980787885641239e-01,2.858575029876344806e-02
1.564660403643353959e-01,2.776341861501397529e-02
1.595340019401066955e-01,4.430149251031265632e-03
1.626019635158779675e-01,2.601003488007527786e-02
1.656699250916492394e-01,3.000474159209978904e-03
1.687378866674205391e-01,1.457552616396721179e-01
1.718058482431918110e-01,1.586698192488971045e-03
1.748738098189630830e-01,2.181188519436784434e-02
1.779417713947343826e-01,1.074535118285950205e-02
1.810097329705056546e-01,3.122423073416748240e-02
1.840776945462769265e-01,3.737117140598732829e-04
1.871456561220482262e-01,2.921743057777377930e-02
1.902136176978194981e-01,1.076188071945348955e-02
1.932815792735907978e-01,1.678022028839961655e-01
1.963495408493620697e-01,1.356329835729981337e-01
1.994175024251333417e-01,1.408827393497280936e-02
2.024854640009046414e-01,7.209323299080055113e-03
2.055534255766759133e-01,5.653980874484381552e-02
2.086213871524472130e-01,5.120841501353719065e-03
2.116893487282184849e-01,1.664016539475732899e-03
2.147573103039897569e-01,1.030206436489633677e-02
2.178252718797610565e-01,5.333310951896139129e-02
2.208932334555323285e-01,3.377957091836083364e-02
2.239611950313036004e-01,3.810136650228097832e-02
2.270291566070749001e-01,1.113335915190629246e-03
2.300971181828461720e-01,7.025066939638384411e-02
2.331650797586174440e-01,6.522028308473744318e-02
2.362330413343887436e-01,5.807132110686619164e-02
2.393010029101600156e-01,6.149806336460186817e-02
2.423689644859313153e-01,1.250813720680252813e-03
2.454369260617025872e-01,6.337742212490964089e-02
2.485048876374738591e-01,8.420544701255101155e-03
2.515728492132451311e-01,4.944955050690899405e-03
2.546408107890164585e-01,2.689457085554797927e-02
2.577087723647877304e-01,1.388360429673295149e-02
2.607767339405590024e-01,9.993610937340662026e-02
2.638446955163302743e-01,7.848476530353723501e-02
2.669126570921015462e-01,3.760120474355121978e-02
2.699806186678728182e-01,2.725389521605468546e-01
2.730485802436441456e-01,3.096834164697706213e-02
2.761165418194154175e-01,9.603060959591241952e-02
2.791845033951866895e-01,5.718067359529876298e-02
2.822524649709579614e-01,4.578530499249228863e-02
