k,PSD
0.000000000000000000e+00,2.542829379698772337e-34
4.908738521234051744e-02,1.193929446786226416e-02
9.817477042468103487e-02,1.161055277275601164e-03
1.472621556370215523e-01,1.057851815781505125e-02
1.963495408493620697e-01,1.598102192460835180e-01
2.454369260617025872e-01,9.356420745274237130e-03
2.945243112740431046e-01,4.014615862883437469e-02
3.436116964863836221e-01,1.811732893300429387e-02
3.926990816987241395e-01,1.271661498830041611e-03
4.417864669110646569e-01,7.339838341677500100e-03
4.908738521234051744e-01,1.343765699181224764e-04
5.399612373357456363e-01,1.862980110484028584e-03
5.890486225480862092e-01,2.520428024631965209e-03
6.381360077604267822e-01,1.095330731985211638e-03
6.872233929727672441e-01,5.944363990008664708e-04
7.363107781851077061e-01,2.227985259357847408e-04
7.853981633974482790e-01,1.581159921374879120e-03
8.344855486097888519e-01,1.397901124576774031e-03
8.835729338221293139e-01,3.522639802296660574e-04
9.326603190344697758e-01,2.731224069925339585e-04
9.817477042468103487e-01,5.204028440613452409e-05
1.030835089459150922e+00,2.346758030610492443e-03
1.079922474671491273e+00,1.748492689419860917e-04
1.129009859883831846e+00,1.986992419955520045e-04
1.178097245096172418e+00,1.837012265739993171e-05
1.227184630308512991e+00,8.930359878722678787e-05
1.276272015520853564e+00,7.121457033600915977e-05
1.325359400733193915e+00,1.616355211391985334e-04
1.374446785945534488e+00,5.020100665954319681e-04
1.423534171157875061e+00,8.221072215473103448e-05
1.472621556370215412e+00,1.967151028780972388e-04
1.521708941582555985e+00,1.263766544444711200e-04
1.570796326794896558e+00,2.177409199027210636e-07
1.619883712007237131e+00,9.178259891220419793e-35
1.668971097219577704e+00,2.745954803520863084e-35
1.718058482431918055e+00,3.129636159629258689e-34
1.767145867644258628e+00,2.407412430484044816e-35
1.816233252856599201e+00,5.115751414778596945e-34
1.865320638068939552e+00,2.907702826194010380e-34
1.914408023281280125e+00,1.098381921408345234e-34
1.963495408493620697e+00,2.095201130905644827e-34
2.012582793705961048e+00,1.760420339791457986e-34
2.061670178918301843e+00,6.018531076210112041e-36
2.110757564130642194e+00,5.356492657826998861e-34
2.159844949342982545e+00,1.692711865184094696e-33
2.208932334555323340e+00,4.408574013323907070e-34
2.258019719767663691e+00,1.719042938642513679e-34
2.307107104980004486e+00,1.598672317118311225e-34
2.356194490192344837e+00,1.504632769052528010e-34
2.405281875404685188e+00,1.956022599768286681e-35
2.454369260617025983e+00,1.459493785980951956e-34
2.503456645829366334e+00,1.218752542932547688e-34
2.552544031041707129e+00,7.824090399073145653e-34
2.601631416254047480e+00,1.564818079814629558e-34
2.650718801466387831e+00,5.012307911906236072e-35
2.699806186678728626e+00,1.203706215242022622e-34
2.748893571891068976e+00,9.629649721936179265e-35
2.797980957103409327e+00,8.666684749742561339e-34
2.847068342315750122e+00,3.866906216464997841e-34
2.896155727528090473e+00,4.092601131822876188e-34
2.945243112740430824e+00,1.637040452729150475e-33
2.994330497952771619e+00,6.018531076210112041e-34
3.043417883165111970e+00,1.564818079814629558e-34
3.092505268377452765e+00,5.510717516654884693e-34
